inv_number,customer_id,InvoiceDate,Stockcodenew,Description,new_quantity,UnitPrice,TotalPrice
538524,NULL,35:00.0,21218,RED SPOTTY BISCUIT TIN,2,8.47,16.94
538524,NULL,35:00.0,21245,GREEN POLKADOT PLATE,2,3.36,6.72
538524,NULL,35:00.0,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,7.62,7.62
538524,NULL,35:00.0,21485,RETROSPOT HEART HOT WATER BOTTLE,1,11.02,11.02
538524,NULL,35:00.0,21922,UNION STRIPE WITH FRINGE  HAMMOCK,1,16.98,16.98
538524,NULL,35:00.0,21967,PACK OF 12 SKULL TISSUES,1,0.85,0.85
538524,NULL,35:00.0,21993,FLORAL FOLK STATIONERY SET,3,2.51,7.53
538524,NULL,35:00.0,22023,EMPIRE BIRTHDAY CARD,1,0.85,0.85
538524,NULL,35:00.0,22068,BLACK PIRATE TREASURE CHEST,3,3.36,10.08
538524,NULL,35:00.0,22149,FELTCRAFT 6 FLOWER FRIENDS,2,4.21,8.42
538524,NULL,35:00.0,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,16.98,16.98
538524,NULL,35:00.0,22190,LOCAL CAFE MUG,4,2.51,10.04
538524,NULL,35:00.0,22196,SMALL HEART MEASURING SPOONS,1,1.66,1.66
538524,NULL,35:00.0,22311,OFFICE MUG WARMER BLACK+SILVER,2,5.91,11.82
538524,NULL,35:00.0,22316,200 BENDY SKULL STRAWS,2,2.51,5.02
538524,NULL,35:00.0,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,5.91,5.91
538524,NULL,35:00.0,22350,ILLUSTRATED CAT BOWL,3,5.06,15.18
538524,NULL,35:00.0,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,4.21,4.21
538524,NULL,35:00.0,22448,PIN CUSHION BABUSHKA RED,2,6.77,13.54
538524,NULL,35:00.0,22456,NATURAL SLATE CHALKBOARD LARGE,1,10.17,10.17
538524,NULL,35:00.0,22536,MAGIC DRAWING SLATE PURDEY,1,0.85,0.85
538524,NULL,35:00.0,22567,20 DOLLY PEGS RETROSPOT,2,2.51,5.02
538524,NULL,35:00.0,22568,FELTCRAFT CUSHION OWL,3,7.62,22.86
538524,NULL,35:00.0,22627,MINT KITCHEN SCALES,1,16.98,16.98
538524,NULL,35:00.0,22837,HOT WATER BOTTLE BABUSHKA,2,9.32,18.64
538524,NULL,35:00.0,22841,ROUND CAKE TIN VINTAGE GREEN,1,16.13,16.13
538524,NULL,35:00.0,22926,IVORY GIANT GARDEN THERMOMETER,1,11.87,11.87
538524,NULL,35:00.0,35653,VINTAGE BEAD NOTEBOOK,2,5.91,11.82
538524,NULL,35:00.0,47593,SCOTTIE DOGS BABY BIB,1,0.85,0.85
538524,NULL,35:00.0,84006,MAGIC TREE -PAPER FLOWERS,5,1.66,8.3
538524,NULL,35:00.0,84378,SET OF 3 HEART COOKIE CUTTERS,5,2.51,12.55
538524,NULL,35:00.0,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2.51,2.51
538524,NULL,35:00.0,84987,SET OF 36 TEATIME PAPER DOILIES,3,2.98,8.94
538524,NULL,35:00.0,85129,BEADED CRYSTAL HEART GREEN SMALL,2,2.51,5.02
538524,NULL,35:00.0,90005,JADE GREEN ENAMEL HAIR COMB,2,1.95,3.9
538524,NULL,35:00.0,90200,BLUE SWEETHEART BRACELET,1,4.24,4.24
538524,NULL,35:00.0,DOT,DOTCOM POSTAGE,1,641.86,641.86
538525,12540,39:00.0,22620,4 TRADITIONAL SPINNING TOPS,12,1.25,15
538529,14290,24:00.0,21181,PLEASE ONE PERSON METAL SIGN,12,2.1,25.2
538529,14290,24:00.0,22745,POPPY'S PLAYHOUSE BEDROOM,6,2.1,12.6
538532,13209,31:00.0,22766,PHOTO FRAME CORNICE,8,2.95,23.6
538532,13209,31:00.0,82494,WOODEN FRAME ANTIQUE WHITE,6,2.95,17.7
538533,14796,31:00.0,21383,PACK OF 12 STICKY BUNNIES,1,0.65,0.65
538535,17790,39:00.0,21733,RED HANGING HEART T-LIGHT HOLDER,3,2.95,8.85
538535,17790,39:00.0,22696,WICKER WREATH LARGE,2,1.95,3.9
538535,17790,39:00.0,82494,WOODEN FRAME ANTIQUE WHITE,6,2.95,17.7
538537,12747,41:00.0,21754,HOME BUILDING BLOCK WORD,3,5.95,17.85
538558,13069,58:00.0,10125,MINI FUNKY DESIGN TAPES,20,0.42,8.4
538558,13069,58:00.0,21880,RED RETROSPOT TAPE,24,0.19,4.56
538558,13069,58:00.0,22222,CAKE PLATE LOVEBIRD WHITE,12,1.95,23.4
538558,13069,58:00.0,22512,DOORSTOP RACING CAR DESIGN,8,1.25,10
538558,13069,58:00.0,85199,SMALL HANGING IVORY/RED WOOD BIRD,4,0.42,1.68
538566,NULL,21:00.0,17012,ORIGAMI JASMINE INCENSE/CANDLE SET,1,2.51,2.51
538566,NULL,21:00.0,20966,SANDWICH BATH SPONGE,2,2.51,5.02
538566,NULL,21:00.0,21042,RED RETROSPOT APRON,1,12.72,12.72
538566,NULL,21:00.0,21058,PARTY INVITES WOODLAND,2,1.66,3.32
538566,NULL,21:00.0,21098,CHRISTMAS TOILET ROLL,7,2.51,17.57
538566,NULL,21:00.0,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT,1,5.91,5.91
538566,NULL,21:00.0,21327,SKULLS WRITING SET,1,3.36,3.36
538566,NULL,21:00.0,21328,BALLOONS  WRITING SET,1,3.36,3.36
538566,NULL,21:00.0,21485,RETROSPOT HEART HOT WATER BOTTLE,2,11.02,22.04
538566,NULL,21:00.0,21704,BAG 250g SWIRLY MARBLES,1,1.66,1.66
538566,NULL,21:00.0,21705,BAG 500g SWIRLY MARBLES,1,3.36,3.36
538566,NULL,21:00.0,21906,PHARMACIE FIRST AID TIN,1,13.57,13.57
538566,NULL,21:00.0,21911,GARDEN METAL SIGN,1,3.36,3.36
538566,NULL,21:00.0,21914,BLUE HARMONICA IN BOX,2,2.51,5.02
538566,NULL,21:00.0,21942,SKULLS DESIGN FLANNEL,1,1.66,1.66
538566,NULL,21:00.0,21974,SET OF 36 PAISLEY FLOWER DOILIES,1,2.98,2.98
538566,NULL,21:00.0,21983,PACK OF 12 BLUE PAISLEY TISSUES,3,0.85,2.55
538566,NULL,21:00.0,22197,SMALL POPCORN HOLDER,13,1.66,21.58
538566,NULL,21:00.0,22219,LOVEBIRD HANGING DECORATION WHITE,6,1.66,9.96
538566,NULL,21:00.0,22308,TEA COSY BLUE STRIPE,2,5.06,10.12
538566,NULL,21:00.0,22340,NOEL GARLAND PAINTED ZINC,1,3.36,3.36
538566,NULL,21:00.0,22362,GLASS JAR PEACOCK BATH SALTS,1,5.91,5.91
538566,NULL,21:00.0,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,4.21,4.21
538566,NULL,21:00.0,22456,NATURAL SLATE CHALKBOARD LARGE,1,10.17,10.17
538566,NULL,21:00.0,22479,DAISY GARDEN MARKER,1,2.51,2.51
538566,NULL,21:00.0,22549,PICTURE DOMINOES,1,3.36,3.36
538566,NULL,21:00.0,22567,20 DOLLY PEGS RETROSPOT,1,2.51,2.51
538566,NULL,21:00.0,22572,ROCKING HORSE GREEN CHRISTMAS,2,1.66,3.32
538566,NULL,21:00.0,22576,SWALLOW WOODEN CHRISTMAS DECORATION,2,1.66,3.32
538566,NULL,21:00.0,22597,CHRISTMAS MUSICAL ZINC HEART,1,1.66,1.66
538566,NULL,21:00.0,22602,CHRISTMAS RETROSPOT HEART WOOD,1,1.66,1.66
538566,NULL,21:00.0,22603,CHRISTMAS RETROSPOT TREE WOOD,1,1.66,1.66
538566,NULL,21:00.0,22619,SET OF 6 SOLDIER SKITTLES,1,7.62,7.62
538566,NULL,21:00.0,22649,STRAWBERRY FAIRY CAKE TEAPOT,1,11.02,11.02
538566,NULL,21:00.0,22662,LUNCH BAG DOLLY GIRL DESIGN,1,4.21,4.21
538566,NULL,21:00.0,22668,PINK BABY BUNTING,2,5.91,11.82
538566,NULL,21:00.0,22683,FRENCH BLUE METAL DOOR SIGN 8,1,2.51,2.51
538566,NULL,21:00.0,22758,LARGE PURPLE BABUSHKA NOTEBOOK,1,2.51,2.51
538566,NULL,21:00.0,22759,SET OF 3 NOTEBOOKS IN PARCEL,5,3.36,16.8
538566,NULL,21:00.0,22816,CARD MOTORBIKE SANTA,2,0.85,1.7
538566,NULL,21:00.0,22908,PACK OF 20 NAPKINS RED APPLES,1,1.66,1.66
538566,NULL,21:00.0,47559,TEA TIME OVEN GLOVE,1,2.51,2.51
538566,NULL,21:00.0,79321,CHILLI LIGHTS,1,10.17,10.17
538566,NULL,21:00.0,84006,MAGIC TREE -PAPER FLOWERS,6,1.66,9.96
538566,NULL,21:00.0,84029,KNITTED UNION FLAG HOT WATER BOTTLE,4,7.62,30.48
538566,NULL,21:00.0,84580,MOUSE TOY WITH PINK T-SHIRT,1,4.21,4.21
538566,NULL,21:00.0,84880,WHITE WIRE EGG HOLDER,1,11.87,11.87
538566,NULL,21:00.0,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,6,1.84,11.04
538566,NULL,21:00.0,85124,BLUE JUICY FRUIT PHOTO FRAME,1,5.06,5.06
538566,NULL,21:00.0,90010,AMBER GLASS/SILVER BRACELET,1,9.34,9.34
538566,NULL,21:00.0,90077,BLACK DIAMOND CLUSTER EARRINGS,1,2.96,2.96
538567,13999,23:00.0,20675,BLUE POLKADOT BOWL,8,1.25,10
538567,13999,23:00.0,21239,PINK  POLKADOT CUP,8,0.85,6.8
538567,13999,23:00.0,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,1.95,19.5
538567,13999,23:00.0,22548,HEADS AND TAILS SPORTING FUN,12,1.25,15
538576,14498,29:00.0,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2.95,2.95
538576,14498,29:00.0,22457,NATURAL SLATE HEART CHALKBOARD,4,2.95,11.8
538576,14498,29:00.0,22558,CLOTHES PEGS RETROSPOT PACK 24,2,1.49,2.98
538576,14498,29:00.0,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,6.35,12.7
538591,14741,44:00.0,22961,JAM MAKING SET PRINTED,24,1.45,34.8
538591,14741,44:00.0,84832,ZINC WILLIE WINKIE  CANDLE STICK,24,0.85,20.4
538592,15854,47:00.0,85123,WHITE HANGING HEART T-LIGHT HOLDER,4,2.95,11.8
538593,16701,51:00.0,22952,60 CAKE CASES VINTAGE CHRISTMAS,120,0.42,50.4
538595,15555,03:00.0,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2.55,5.1
538596,17990,10:00.0,20829,GLITTER HANGING BUTTERFLY STRING,12,2.1,25.2
538597,15555,26:00.0,21703,BAG 125g SWIRLY MARBLES,20,0.42,8.4
538597,15555,26:00.0,21918,SET 12 KIDS COLOUR  CHALK STICKS,6,0.42,2.52
538597,15555,26:00.0,22489,PACK OF 12 TRADITIONAL CRAYONS,24,0.42,10.08
538597,15555,26:00.0,22560,TRADITIONAL MODELLING CLAY,6,1.25,7.5
538597,15555,26:00.0,M,Manual,1,1.25,1.25
538625,14544,50:00.0,21810,CHRISTMAS HANGING STAR WITH BELL,48,1.25,60
538625,14544,50:00.0,22488,NATURAL SLATE RECTANGLE CHALKBOARD,4,1.65,6.6
538625,14544,50:00.0,22586,FELTCRAFT HAIRBAND PINK AND BLUE,12,0.85,10.2
538625,14544,50:00.0,22652,TRAVEL SEWING KIT,4,1.65,6.6
538625,14544,50:00.0,85006,SET 4 NURSERY DES ROUND BOXES,1,2.95,2.95
538626,17338,57:00.0,20977,36 PENCILS TUBE WOODLAND,3,1.25,3.75
538626,17338,57:00.0,21877,HOME SWEET HOME MUG,6,1.25,7.5
538626,17338,57:00.0,21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,3.75,15
538626,17338,57:00.0,22619,SET OF 6 SOLDIER SKITTLES,3,3.75,11.25
538626,17338,57:00.0,84029,KNITTED UNION FLAG HOT WATER BOTTLE,6,3.75,22.5
538626,17338,57:00.0,84030,ENGLISH ROSE HOT WATER BOTTLE,6,4.25,25.5
538627,NULL,59:00.0,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,2,0.85,1.7
538629,17799,10:00.0,21819,GLITTER CHRISTMAS STAR,1,0.85,0.85
538629,17799,10:00.0,22751,FELTCRAFT PRINCESS OLIVIA DOLL,3,3.75,11.25
538630,14565,25:00.0,20711,JUMBO BAG TOYS,10,1.95,19.5
538630,14565,25:00.0,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",6,2.95,17.7
538630,14565,25:00.0,21984,PACK OF 12 PINK PAISLEY TISSUES,48,0.29,13.92
538630,14565,25:00.0,21986,PACK OF 12 PINK POLKADOT TISSUES,48,0.29,13.92
538630,14565,25:00.0,22567,20 DOLLY PEGS RETROSPOT,12,1.25,15
538630,14565,25:00.0,22672,FRENCH BATHROOM SIGN BLUE METAL,12,1.65,19.8
538633,16726,28:00.0,21865,PINK UNION JACK  PASSPORT COVER,1,2.1,2.1
538633,16726,28:00.0,84375,SET OF 20 KIDS COOKIE CUTTERS,1,2.1,2.1
538634,14085,28:00.0,22574,HEART WOODEN CHRISTMAS DECORATION,6,0.85,5.1
538634,14085,28:00.0,22585,PACK OF 6 BIRDY GIFT TAGS,3,1.25,3.75
538634,14085,28:00.0,22792,FLUTED ANTIQUE CANDLE HOLDER,12,0.85,10.2
538634,14085,28:00.0,22966,GINGERBREAD MAN COOKIE CUTTER,4,1.25,5
538634,14085,28:00.0,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,5.95,23.8
538635,17303,32:00.0,22047,EMPIRE GIFT WRAP,25,0.42,10.5
538635,17303,32:00.0,22296,HEART IVORY TRELLIS LARGE,3,1.65,4.95
538635,17303,32:00.0,22583,PACK OF 6 HANDBAG GIFT BOXES,2,2.55,5.1
538635,17303,32:00.0,22837,HOT WATER BOTTLE BABUSHKA,1,4.65,4.65
538635,17303,32:00.0,84992,72 SWEETHEART FAIRY CAKE CASES,1,0.55,0.55
538636,14639,50:00.0,21136,PAINTED METAL PEARS ASSORTED,16,1.69,27.04
538636,14639,50:00.0,21313,GLASS HEART T-LIGHT HOLDER,12,0.85,10.2
538636,14639,50:00.0,22072,RED RETROSPOT TEA CUP AND SAUCER,4,3.75,15
538636,14639,50:00.0,22429,ENAMEL MEASURING JUG CREAM,4,4.25,17
538636,14639,50:00.0,22690,DOORMAT HOME SWEET HOME BLUE,2,7.95,15.9
538636,14639,50:00.0,48194,DOORMAT HEARTS,2,7.95,15.9
538636,14639,50:00.0,82600,NO SINGING METAL SIGN,12,2.1,25.2
538637,17611,52:00.0,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,0.65,7.8
538637,17611,52:00.0,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2.95,8.85
538637,17611,52:00.0,22491,PACK OF 12 COLOURED PENCILS,2,0.85,1.7
538637,17611,52:00.0,22918,HERB MARKER PARSLEY,4,0.65,2.6
538638,17231,16:00.0,21754,HOME BUILDING BLOCK WORD,1,5.95,5.95
538638,17231,16:00.0,21817,GLITTER CHRISTMAS TREE,3,0.85,2.55
538638,17231,16:00.0,21985,PACK OF 12 HEARTS DESIGN TISSUES,2,0.29,0.58
538638,17231,16:00.0,22081,RIBBON REEL FLORA + FAUNA,2,1.65,3.3
538638,17231,16:00.0,22505,MEMO BOARD COTTAGE DESIGN,1,4.95,4.95
538638,17231,16:00.0,22530,MAGIC DRAWING SLATE DOLLY GIRL,2,0.42,0.84
538638,17231,16:00.0,22532,MAGIC DRAWING SLATE LEAP FROG,2,0.42,0.84
538638,17231,16:00.0,22534,MAGIC DRAWING SLATE SPACEBOY,1,0.42,0.42
538638,17231,16:00.0,22738,RIBBON REEL SNOWY VILLAGE,1,1.65,1.65
538638,17231,16:00.0,72780,BLACK SILOUETTE CANDLE PLATE,4,0.85,3.4
538638,17231,16:00.0,85049,SCANDINAVIAN REDS RIBBONS,1,1.25,1.25
538638,17231,16:00.0,90151,SILVER/NATURAL SHELL NECKLACE,1,8.5,8.5
538639,17179,24:00.0,20828,GLITTER BUTTERFLY CLIPS,16,2.55,40.8
538639,17179,24:00.0,22988,SOLDIERS EGG CUP,4,1.25,5
538641,15640,36:00.0,21928,JUMBO BAG SCANDINAVIAN PAISLEY,30,1.95,58.5
538641,15640,36:00.0,22086,PAPER CHAIN KIT 50'S CHRISTMAS,40,2.55,102
538641,15640,36:00.0,22834,HAND WARMER BABUSHKA DESIGN,24,0.85,20.4
538641,15640,36:00.0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,96,0.29,27.84
538642,12476,37:00.0,21658,GLASS  BEURRE DISH,1,3.95,3.95
538646,17293,55:00.0,21034,REX CASH+CARRY JUMBO SHOPPER,1,0.95,0.95
538646,17293,55:00.0,22696,WICKER WREATH LARGE,7,1.95,13.65
538651,15311,07:00.0,20675,BLUE POLKADOT BOWL,1,1.25,1.25
538651,15311,07:00.0,21240,BLUE POLKADOT CUP,1,0.85,0.85
538651,15311,07:00.0,22788,BROCANTE COAT RACK,2,9.95,19.9
538652,17890,12:00.0,20826,SILVER APERITIF GLASS,6,2.12,12.72
538652,17890,12:00.0,21682,LARGE MEDINA STAMPED METAL BOWL,2,4.95,9.9
538652,17890,12:00.0,22030,SWALLOWS GREETING CARD,12,0.42,5.04
538652,17890,12:00.0,22470,HEART OF WICKER LARGE,2,2.95,5.9
538653,13089,12:00.0,22558,CLOTHES PEGS RETROSPOT PACK 24,24,1.49,35.76
538653,13089,12:00.0,82482,WOODEN PICTURE FRAME WHITE FINISH,36,2.1,75.6
538656,17371,20:00.0,20782,CAMOUFLAGE EAR MUFF HEADPHONES,1,5.49,5.49
538656,17371,20:00.0,21874,GIN AND TONIC MUG,1,1.25,1.25
538657,15867,26:00.0,22449,SILK PURSE BABUSHKA PINK,3,3.35,10.05
538657,15867,26:00.0,84030,ENGLISH ROSE HOT WATER BOTTLE,1,4.25,4.25
538658,17969,34:00.0,17021,NAMASTE SWAGAT INCENSE,6,0.3,1.8
538659,14625,36:00.0,22111,SCOTTIE DOG HOT WATER BOTTLE,3,4.95,14.85
538659,14625,36:00.0,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,1.95,19.5
538659,14625,36:00.0,22558,CLOTHES PEGS RETROSPOT PACK 24,12,1.49,17.88
538659,14625,36:00.0,22898,CHILDRENS APRON APPLES DESIGN,8,1.95,15.6
538660,15808,37:00.0,22111,SCOTTIE DOG HOT WATER BOTTLE,6,4.95,29.7
538660,15808,37:00.0,22191,IVORY DINER WALL CLOCK,1,8.5,8.5
538660,15808,37:00.0,22469,HEART OF WICKER SMALL,10,1.65,16.5
538660,15808,37:00.0,22795,SWEETHEART RECIPE BOOK STAND,4,6.75,27
538660,15808,37:00.0,82581,TOILET METAL SIGN,25,0.55,13.75
538660,15808,37:00.0,82599,FANNY'S REST STOPMETAL SIGN,12,2.1,25.2
538661,15194,42:00.0,84029,RED WOOLLY HOTTIE WHITE HEART.,8,3.75,30
538662,15159,44:00.0,20704,MR ROBOT SOFT TOY,8,1.95,15.6
538662,15159,44:00.0,21110,LARGE CAKE TOWEL PINK SPOTS,24,1.95,46.8
538662,15159,44:00.0,22374,AIRLINE BAG VINTAGE JET SET RED,12,3.95,47.4
538662,15159,44:00.0,22655,VINTAGE RED KITCHEN CABINET,2,125,250
538662,15159,44:00.0,79321,CHILLI LIGHTS,24,4.25,102
538662,15159,44:00.0,85170,SET/6 BLACK BIRD T-LIGHT CANDLES,24,0.85,20.4
538663,15159,45:00.0,22236,CAKE STAND 3 TIER MAGIC GARDEN,2,12.75,25.5
538664,14733,46:00.0,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2.95,23.6
538664,14733,46:00.0,22470,HEART OF WICKER LARGE,40,2.55,102
538664,14733,46:00.0,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,72,1.25,90
538664,14733,46:00.0,72127,COLUMBIAN CANDLE ROUND,36,1.25,45
538664,14733,46:00.0,82484,WOOD BLACK BOARD ANT WHITE FINISH,12,5.55,66.6
538664,14733,46:00.0,84766,SILVER ROCOCO CANDLE STICK,12,1.95,23.4
538665,17576,56:00.0,35095,RED VICTORIAN FABRIC OVAL BOX,6,0.42,2.52
538671,15777,38:00.0,21892,TRADITIONAL WOODEN CATCH CUP GAME,12,1.25,15
538678,NULL,46:00.0,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1,3.75,3.75
538678,NULL,46:00.0,21928,JUMBO BAG SCANDINAVIAN PAISLEY,1,1.95,1.95
538678,NULL,46:00.0,22481,BLACK TEA TOWEL CLASSIC DESIGN,2,1.25,2.5
538678,NULL,46:00.0,35001,HAND OPEN SHAPE GOLD,1,4.25,4.25
538679,16455,03:00.0,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,4,0.85,3.4
538683,14525,40:00.0,21385,IVORY HANGING DECORATION  HEART,24,0.85,20.4
538683,14525,40:00.0,84949,SILVER HANGING T-LIGHT HOLDER,18,1.65,29.7
538688,14829,50:00.0,22722,SET OF 6 SPICE TINS PANTRY DESIGN,8,3.95,31.6
538690,13802,54:00.0,21527,RED RETROSPOT TRADITIONAL TEAPOT,1,7.95,7.95
538692,13599,58:00.0,35001,HAND OPEN SHAPE DECO.WHITE,1,3.49,3.49
538697,13948,18:00.0,84766,SILVER ROCOCO CANDLE STICK,12,1.95,23.4
538707,17894,38:00.0,20981,12 PENCILS TALL TUBE WOODLAND,1,0.85,0.85
538707,17894,38:00.0,20982,12 PENCILS TALL TUBE SKULLS,1,0.85,0.85
538707,17894,38:00.0,21232,STRAWBERRY CERAMIC TRINKET BOX,2,1.25,2.5
538707,17894,38:00.0,21429,RED GINGHAM ROSE JEWELLERY BOX,1,1.65,1.65
538707,17894,38:00.0,22082,RIBBON REEL STRIPES DESIGN,1,1.65,1.65
538707,17894,38:00.0,22548,HEADS AND TAILS SPORTING FUN,1,1.25,1.25
538707,17894,38:00.0,84709,PINK OVAL JEWELLED MIRROR,1,5.95,5.95
538707,17894,38:00.0,85231,ORANGE SCENTED SET/9 T-LIGHTS,2,0.85,1.7
538707,17894,38:00.0,M,Manual,2,0.21,0.42
538708,16202,43:00.0,22427,ENAMEL FLOWER JUG CREAM,6,5.95,35.7
538708,16202,43:00.0,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,4.95,14.85
538709,16442,46:00.0,22113,GREY HEART HOT WATER BOTTLE,1,3.75,3.75
538709,16442,46:00.0,22190,LOCAL CAFE MUG,1,2.1,2.1
538709,16442,46:00.0,22757,LARGE RED BABUSHKA NOTEBOOK,1,1.25,1.25
538709,16442,46:00.0,85035,GARDENIA 3 WICK MORRIS BOXED CANDLE,1,4.25,4.25
538710,18075,48:00.0,10135,COLOURING PENCILS BROWN TUBE,20,0.42,8.4
538711,15468,50:00.0,22460,EMBOSSED GLASS TEALIGHT HOLDER,1,1.25,1.25
538712,17677,51:00.0,22941,CHRISTMAS LIGHTS 10 REINDEER,1,8.5,8.5
538714,14524,01:00.0,21034,REX CASH+CARRY JUMBO SHOPPER,2,0.95,1.9
538714,14524,01:00.0,22783,SET 3 WICKER OVAL BASKETS W LIDS,1,19.95,19.95
538714,14524,01:00.0,37449,CERAMIC CAKE STAND + HANGING CAKES,1,9.95,9.95
538714,14524,01:00.0,51014,"FEATHER PEN,LIGHT PINK",1,0.85,0.85
538714,14524,01:00.0,82600,NO SINGING METAL SIGN,2,2.1,4.2
538715,14907,03:00.0,21485,RETROSPOT HEART HOT WATER BOTTLE,3,4.95,14.85
538715,14907,03:00.0,22835,HOT WATER BOTTLE I AM SO POORLY,4,4.65,18.6
538722,17975,12:00.0,20777,CHRYSANTHEMUM NOTEBOOK,1,1.65,1.65
538722,17975,12:00.0,21754,HOME BUILDING BLOCK WORD,6,5.95,35.7
538722,17975,12:00.0,21756,BATH BUILDING BLOCK WORD,7,5.95,41.65
538722,17975,12:00.0,22690,DOORMAT HOME SWEET HOME BLUE,2,7.95,15.9
538723,12434,12:00.0,22333,RETROSPOT PARTY BAG + STICKER SET,7,1.65,11.55
538744,15356,26:00.0,20973,12 PENCIL SMALL TUBE WOODLAND,3,0.65,1.95
538744,15356,26:00.0,21903,MAN FLU METAL SIGN,2,2.1,4.2
538744,15356,26:00.0,22529,MAGIC DRAWING SLATE GO TO THE FAIR,1,0.42,0.42
538744,15356,26:00.0,22631,CIRCUS PARADE LUNCH BOX,1,1.95,1.95
538744,15356,26:00.0,85150,LADIES & GENTLEMEN METAL SIGN,2,2.55,5.1
538753,14901,29:00.0,21524,DOORMAT SPOTTY HOME SWEET HOME,1,7.95,7.95
538778,NULL,37:00.0,22960,JAM MAKING SET WITH JARS,1,4.25,4.25
538778,NULL,37:00.0,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,4.25,8.5
538778,NULL,37:00.0,84997,PINK 3 PIECE POLKADOT CUTLERY SET,2,3.75,7.5
538783,14961,38:00.0,20727,LUNCH BAG  BLACK SKULL.,10,1.65,16.5
538783,14961,38:00.0,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,1.25,15
538783,14961,38:00.0,22384,LUNCH BAG PINK POLKADOT,10,1.65,16.5
538783,14961,38:00.0,22565,FELTCRAFT HAIRBANDS PINK AND WHITE,12,0.85,10.2
538796,17041,43:00.0,22112,CHOCOLATE HOT WATER BOTTLE,6,4.95,29.7
538799,15039,48:00.0,21212,PACK OF 72 RETROSPOT CAKE CASES,1,0.55,0.55
538799,15039,48:00.0,21867,PINK UNION JACK  LUGGAGE TAG,1,1.25,1.25
538799,15039,48:00.0,22553,PLASTERS IN TIN SKULLS,1,1.65,1.65
538799,15039,48:00.0,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,4.95,4.95
538799,15039,48:00.0,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,9.95,9.95
538799,15039,48:00.0,84997,PINK 3 PIECE POLKADOT CUTLERY SET,2,3.75,7.5
538800,16458,51:00.0,22835,HOT WATER BOTTLE I AM SO POORLY,4,4.65,18.6
538800,16458,51:00.0,85099,JUMBO BAG RED RETROSPOT,10,1.95,19.5
538800,16458,51:00.0,85123,WHITE HANGING HEART T-LIGHT HOLDER,6,2.95,17.7
538801,16083,51:00.0,21112,"SWISS ROLL TOWEL, PINK  SPOTS",24,1.25,30
538801,16083,51:00.0,21879,HEARTS GIFT TAPE,24,0.19,4.56
538801,16083,51:00.0,70006,LOVE HEART POCKET WARMER,30,0.42,12.6
538801,16083,51:00.0,84915,HAND TOWEL PINK FLOWER AND DAISY,10,1.25,12.5
538802,17017,54:00.0,22198,LARGE POPCORN HOLDER,4,1.45,5.8
538806,15181,59:00.0,M,Manual,1,4.25,4.25
538807,17194,06:00.0,21802,CHRISTMAS TREE HEART DECORATION,1,0.42,0.42
538807,17194,06:00.0,22168,ORGANISER WOOD ANTIQUE WHITE,1,8.5,8.5
538807,17194,06:00.0,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,1.65,1.65
538807,17194,06:00.0,M,Manual,1,5,5
538808,14057,11:00.0,21508,VINTAGE KID DOLLY CARD,24,0.42,10.08
538808,14057,11:00.0,21790,VINTAGE SNAP CARDS,24,0.85,20.4
538808,14057,11:00.0,22198,LARGE POPCORN HOLDER,1,1.65,1.65
538808,14057,11:00.0,22618,COOKING SET RETROSPOT,3,9.95,29.85
538808,14057,11:00.0,22704,WRAP RED APPLES,25,0.42,10.5
538808,14057,11:00.0,22711,WRAP CIRCUS PARADE,25,0.42,10.5
538808,14057,11:00.0,22753,SMALL YELLOW BABUSHKA NOTEBOOK,5,0.85,4.25
538810,14871,18:00.0,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,1.65,1.65
